Station,Date,Metric,Value,Metric2,Value2,Station2,loc
Los Corozos,10/1/2010,Dissolved Oxygen ( %),*,DOPerc,NA,Los Corozos,SANMAX
Los Corozos,10/1/2010,Specific Conductance (mS/cm),*,Cond,NA,Los Corozos,SANMAX
Los Corozos,10/1/2010,Salinity (PSS),*,Sal,NA,Los Corozos,SANMAX
Los Corozos,10/1/2010,Turbidity (NTU)†,*,Turb,NA,Los Corozos,SANMAX
Los Corozos,10/1/2010,pH†,*,pH,NA,Los Corozos,SANMAX
Los Corozos,10/1/2010,Secchi Depth (Meters)•,*,Sec,NA,Los Corozos,SANMAX
Los Corozos,11/1/2010,Temperature C°,*,Temp,NA,Los Corozos,SANMAX
Los Corozos,11/1/2010,Dissolved Oxygen  (mg/L)† ,*,DOPerc,NA,Los Corozos,SANMAX
Los Corozos,11/1/2010,Dissolved Oxygen ( %),*,DOPerc,NA,Los Corozos,SANMAX
Los Corozos,11/1/2010,Specific Conductance (mS/cm),*,Cond,NA,Los Corozos,SANMAX
Los Corozos,11/1/2010,Salinity (PSS),*,Sal,NA,Los Corozos,SANMAX
Los Corozos,11/1/2010,Turbidity (NTU)†,*,Turb,NA,Los Corozos,SANMAX
Los Corozos,11/1/2010,pH†,*,pH,NA,Los Corozos,SANMAX
Los Corozos,11/1/2010,Secchi Depth (Meters)•,*,Sec,NA,Los Corozos,SANMAX
Los Corozos,12/1/2010,Temperature C°,1/24/1900 22:48,Temp,NA,Los Corozos,SANMAX
Los Corozos,12/1/2010,Dissolved Oxygen  (mg/L)† ,1/8/1900 11:16,DOPerc,NA,Los Corozos,SANMAX
Los Corozos,12/1/2010,Dissolved Oxygen ( %),4/29/1900 19:12,DOPerc,NA,Los Corozos,SANMAX
Los Corozos,12/1/2010,Specific Conductance (mS/cm),1/7/1900 12:57,Cond,NA,Los Corozos,SANMAX
Los Corozos,12/1/2010,Salinity (PSS),1/3/1900 18:00,Sal,NA,Los Corozos,SANMAX
Los Corozos,12/1/2010,Turbidity (NTU)†,1/10/1900 2:24,Turb,NA,Los Corozos,SANMAX
Los Corozos,12/1/2010,pH†,1/7/1900 20:52,pH,NA,Los Corozos,SANMAX
Los Corozos,12/1/2010,Secchi Depth (Meters)•,1899-12-30 21:21:36,Sec,NA,Los Corozos,SANMAX
BSJ1,2/1/2010,Temperature C°,27.39,Temp,27.39,BSJ1,NA
BSJ1,2/1/2010,Dissolved Oxygen  (mg/L)† ,7.36,DOPerc,7.36,BSJ1,NA
BSJ1,2/1/2010,Dissolved Oxygen ( %),108.7,DOPerc,108.7,BSJ1,NA
BSJ1,2/1/2010,Specific Conductance (mS/cm),48.9,Cond,48.9,BSJ1,NA
BSJ1,2/1/2010,Salinity (PSS),32.47,Sal,32.47,BSJ1,NA
BSJ1,2/1/2010,Turbidity (NTU)†,3.1,Turb,3.1,BSJ1,NA
BSJ1,2/1/2010,pH†,8.2,pH,8.2,BSJ1,NA
BSJ1,2/1/2010,Secchi Depth (Meters)•,2.055,Sec,2.055,BSJ1,NA
BSJ1,3/1/2010,Temperature C°,27.38,Temp,27.38,BSJ1,NA
BSJ1,3/1/2010,Dissolved Oxygen  (mg/L)† ,6.49,DOPerc,6.49,BSJ1,NA
BSJ1,3/1/2010,Dissolved Oxygen ( %),101.6,DOPerc,101.6,BSJ1,NA
BSJ1,3/1/2010,Specific Conductance (mS/cm),55.5,Cond,55.5,BSJ1,NA
BSJ1,3/1/2010,Salinity (PSS),36.86,Sal,36.86,BSJ1,NA
BSJ1,3/1/2010,Turbidity (NTU)†,1.8,Turb,1.8,BSJ1,NA
BSJ1,3/1/2010,pH†,8.01,pH,8.01,BSJ1,NA
BSJ1,3/1/2010,Secchi Depth (Meters)•,4.57,Sec,4.57,BSJ1,NA
BSJ1,3/1/2010,Oil & Grease  (mg/L) •,2.6,Oil,2.6,BSJ1,NA
BSJ1,3/1/2010,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,BSJ1,NA
BSJ1,3/1/2010,"Nitrate & Nitrite,total (mg/L) •",BDL,NitNat,0,BSJ1,NA
BSJ1,3/1/2010,Total Phosphorus (mg/L) †,BDL,P,0,BSJ1,NA
BSJ1,3/1/2010,TOC  (mg/L) •,0.214,TOC,0.214,BSJ1,NA
BSJ1,3/1/2010,Chlorophyll a    (mg/m3) •,0.52,Chl,0.52,BSJ1,NA
BSJ1,3/1/2010,Turbidity  (NTU)     ˆ TSS  (mg/L),0.98,Turb,0.98,BSJ1,NA
BSJ1,3/1/2010,Ammonia (mg/L),BDL,Amm,0,BSJ1,NA
BSJ1,3/1/2010,BOD (mg/L),2,BOD,2,BSJ1,NA
BSJ1,3/1/2010,Coliform-Fecal  (CFU/100mL)†,<2.0,Col,2,BSJ1,NA
BSJ1,3/1/2010,Fecal Enterococcus (CFU/100mL)†,2100,Ecol,2100,BSJ1,NA
BSJ1,4/1/2010,Temperature C°,1/27/1900 13:12,Temp,NA,BSJ1,NA
BSJ1,4/1/2010,Dissolved Oxygen  (mg/L)† ,1/4/1900 23:31,DOPerc,NA,BSJ1,NA
BSJ1,4/1/2010,Dissolved Oxygen ( %),4/6/1900 2:24,DOPerc,NA,BSJ1,NA
BSJ1,4/1/2010,Specific Conductance (mS/cm),2/24/1900 4:48,Cond,NA,BSJ1,NA
BSJ1,4/1/2010,Salinity (PSS),2/5/1900 12:43,Sal,NA,BSJ1,NA
BSJ1,4/1/2010,Turbidity (NTU)†,1899-12-31,Turb,NA,BSJ1,NA
BSJ1,4/1/2010,pH†,1/7/1900 2:52,pH,NA,BSJ1,NA
BSJ1,4/1/2010,Secchi Depth (Meters)•,1899-12-31 23:45:36,Sec,NA,BSJ1,NA
BSJ1,5/1/2010,Temperature C°,1/27/1900 20:24,Temp,NA,BSJ1,NA
BSJ1,5/1/2010,Dissolved Oxygen  (mg/L)† ,1/4/1900 14:24,DOPerc,NA,BSJ1,NA
BSJ1,5/1/2010,Dissolved Oxygen ( %),3/31/1900 7:12,DOPerc,NA,BSJ1,NA
BSJ1,5/1/2010,Specific Conductance (mS/cm),2/23/1900 19:12,Cond,NA,BSJ1,NA
BSJ1,5/1/2010,Salinity (PSS),1/31/1900 6:00,Sal,NA,BSJ1,NA
BSJ1,5/1/2010,Turbidity (NTU)†,1899-12-31 02:24:00,Turb,NA,BSJ1,NA
BSJ1,5/1/2010,pH†,1/7/1900 11:31,pH,NA,BSJ1,NA
BSJ1,5/1/2010,Secchi Depth (Meters)•,1/2/1900 2:24,Sec,NA,BSJ1,NA
BSJ1,6/1/2010,Temperature C°,28.16,Temp,28.16,BSJ1,NA
BSJ1,6/1/2010,Dissolved Oxygen  (mg/L)† ,6.35,DOPerc,6.35,BSJ1,NA
BSJ1,6/1/2010,Dissolved Oxygen ( %),101.3,DOPerc,101.3,BSJ1,NA
BSJ1,6/1/2010,Specific Conductance (mS/cm),53.2,Cond,53.2,BSJ1,NA
BSJ1,6/1/2010,Salinity (PSS),35.25,Sal,35.25,BSJ1,NA
BSJ1,6/1/2010,Turbidity (NTU)†,0,Turb,0,BSJ1,NA
BSJ1,6/1/2010,pH†,7.92,pH,7.92,BSJ1,NA
BSJ1,6/1/2010,Secchi Depth (Meters)•,2.615,Sec,2.615,BSJ1,NA
BSJ1,6/1/2010,Oil & Grease  (mg/L) •,1.9,Oil,1.9,BSJ1,NA
BSJ1,6/1/2010,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,BSJ1,NA
BSJ1,6/1/2010,"Nitrate & Nitrite,total (mg/L) •",BDL,NitNat,0,BSJ1,NA
BSJ1,6/1/2010,Total Phosphorus (mg/L) †,BDL,P,0,BSJ1,NA
BSJ1,6/1/2010,TOC  (mg/L) •,1.01,TOC,1.01,BSJ1,NA
BSJ1,6/1/2010,Chlorophyll a    (mg/m3) •,0.332,Chl,0.332,BSJ1,NA
BSJ1,6/1/2010,Turbidity  (NTU)     ˆ TSS  (mg/L),BDLˆ,TSS,0,BSJ1,NA
BSJ1,6/1/2010,Ammonia (mg/L),BDL,Amm,0,BSJ1,NA
BSJ1,6/1/2010,BOD (mg/L),2,BOD,2,BSJ1,NA
BSJ1,6/1/2010,Coliform-Fecal  (CFU/100mL)†,<2.0,Col,2,BSJ1,NA
BSJ1,6/1/2010,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,BSJ1,NA
BSJ1,7/1/2010,Temperature C°,1/27/1900 6:28,Temp,NA,BSJ1,NA
BSJ1,7/1/2010,Dissolved Oxygen  (mg/L)† ,1/5/1900 0:14,DOPerc,NA,BSJ1,NA
BSJ1,7/1/2010,Dissolved Oxygen ( %),4/4/1900 12:00,DOPerc,NA,BSJ1,NA
BSJ1,7/1/2010,Specific Conductance (mS/cm),2/21/1900,Cond,NA,BSJ1,NA
BSJ1,7/1/2010,Salinity (PSS),2/1/1900 2:38,Sal,NA,BSJ1,NA
BSJ1,7/1/2010,Turbidity (NTU)†,1/1/1900 12:00,Turb,NA,BSJ1,NA
BSJ1,7/1/2010,pH†,1/6/1900 21:36,pH,NA,BSJ1,NA
BSJ1,7/1/2010,Secchi Depth (Meters)•,1899-12-31 23:31:12,Sec,NA,BSJ1,NA
BSJ1,8/1/2010,Temperature C°,1/26/1900 21:36,Temp,NA,BSJ1,NA
BSJ1,8/1/2010,Dissolved Oxygen  (mg/L)† ,1/4/1900 20:24,DOPerc,NA,BSJ1,NA
BSJ1,8/1/2010,Dissolved Oxygen ( %),3/27/1900 21:36,DOPerc,NA,BSJ1,NA
BSJ1,8/1/2010,Specific Conductance (mS/cm),2/8/1900 16:48,Cond,NA,BSJ1,NA
BSJ1,8/1/2010,Salinity (PSS),1/24/1900 16:48,Sal,NA,BSJ1,NA
BSJ1,8/1/2010,Turbidity (NTU)†,1899-12-30 19:12:00,Turb,NA,BSJ1,NA
BSJ1,8/1/2010,pH†,1/6/1900 19:12,pH,NA,BSJ1,NA
BSJ1,8/1/2010,Secchi Depth (Meters)•,1899-12-31 09:50:24,Sec,NA,BSJ1,NA
BSJ1,9/1/2010,Temperature C°,31.4,Temp,31.4,BSJ1,NA
BSJ1,9/1/2010,Dissolved Oxygen  (mg/L)† ,5.78,DOPerc,5.78,BSJ1,NA
BSJ1,9/1/2010,Dissolved Oxygen ( %),96.2,DOPerc,96.2,BSJ1,NA
BSJ1,9/1/2010,Specific Conductance (mS/cm),51,Cond,51,BSJ1,NA
BSJ1,9/1/2010,Salinity (PSS),33.7,Sal,33.7,BSJ1,NA
BSJ1,9/1/2010,Turbidity (NTU)†,0.4,Turb,0.4,BSJ1,NA
BSJ1,9/1/2010,pH†,8.2,pH,8.2,BSJ1,NA
BSJ1,9/1/2010,Secchi Depth (Meters)•,2.285,Sec,2.285,BSJ1,NA
BSJ1,9/1/2010,Oil & Grease  (mg/L) •,BDL,Oil,0,BSJ1,NA
BSJ1,9/1/2010,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,BSJ1,NA
BSJ1,9/1/2010,"Nitrate & Nitrite,total (mg/L) •",0.01,NitNat,0.01,BSJ1,NA
BSJ1,9/1/2010,Total Phosphorus (mg/L) †,BDL,P,0,BSJ1,NA
BSJ1,9/1/2010,TOC  (mg/L) •,0.298,TOC,0.298,BSJ1,NA
BSJ1,9/1/2010,Chlorophyll a    (mg/m3) •,1.52,Chl,1.52,BSJ1,NA
BSJ1,9/1/2010,Turbidity  (NTU)     ˆ TSS  (mg/L),30.7,Turb,30.7,BSJ1,NA
BSJ1,9/1/2010,Ammonia (mg/L),BDL,Amm,0,BSJ1,NA
BSJ1,9/1/2010,BOD (mg/L),BDL,BOD,0,BSJ1,NA
BSJ1,9/1/2010,Coliform-Fecal  (CFU/100mL)†,<2.0,Col,2,BSJ1,NA
BSJ1,9/1/2010,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,BSJ1,NA
BSJ1,10/1/2010,Temperature C°,*,Temp,NA,BSJ1,NA
BSJ1,10/1/2010,Dissolved Oxygen  (mg/L)† ,*,DOPerc,NA,BSJ1,NA
BSJ1,10/1/2010,Dissolved Oxygen ( %),*,DOPerc,NA,BSJ1,NA
BSJ1,10/1/2010,Specific Conductance (mS/cm),*,Cond,NA,BSJ1,NA
BSJ1,10/1/2010,Salinity (PSS),*,Sal,NA,BSJ1,NA
BSJ1,10/1/2010,Turbidity (NTU)†,*,Turb,NA,BSJ1,NA
BSJ1,10/1/2010,pH†,*,pH,NA,BSJ1,NA
BSJ1,10/1/2010,Secchi Depth (Meters)•,*,Sec,NA,BSJ1,NA
BSJ1,11/1/2010,Temperature C°,*,Temp,NA,BSJ1,NA
BSJ1,11/1/2010,Dissolved Oxygen  (mg/L)† ,*,DOPerc,NA,BSJ1,NA
BSJ1,11/1/2010,Dissolved Oxygen ( %),*,DOPerc,NA,BSJ1,NA
BSJ1,11/1/2010,Specific Conductance (mS/cm),*,Cond,NA,BSJ1,NA
BSJ1,11/1/2010,Salinity (PSS),*,Sal,NA,BSJ1,NA
BSJ1,11/1/2010,Turbidity (NTU)†,*,Turb,NA,BSJ1,NA
BSJ1,11/1/2010,pH†,*,pH,NA,BSJ1,NA
BSJ1,11/1/2010,Secchi Depth (Meters)•,*,Sec,NA,BSJ1,NA
BSJ1,12/1/2010,Temperature C°,1/26/1900 3:36,Temp,NA,BSJ1,NA
BSJ1,12/1/2010,Dissolved Oxygen  (mg/L)† ,1/5/1900 3:21,DOPerc,NA,BSJ1,NA
BSJ1,12/1/2010,Dissolved Oxygen ( %),4/4/1900 16:48,DOPerc,NA,BSJ1,NA
BSJ1,12/1/2010,Specific Conductance (mS/cm),2/20/1900 7:12,Cond,NA,BSJ1,NA
BSJ1,12/1/2010,Salinity (PSS),2/2/1900 11:16,Sal,NA,BSJ1,NA
BSJ1,12/1/2010,Turbidity (NTU)†,1/8/1900 21:36,Turb,NA,BSJ1,NA
BSJ1,12/1/2010,pH†,1/7/1900 8:24,pH,NA,BSJ1,NA
BSJ1,12/1/2010,Secchi Depth (Meters)•,1899-12-30 18:43:12,Sec,NA,BSJ1,NA
BSJ2,2/1/2010,Temperature C°,27.4,Temp,27.4,BSJ2,BAHMIN
BSJ2,2/1/2010,Dissolved Oxygen  (mg/L)† ,6.64,DOPerc,6.64,BSJ2,BAHMIN
BSJ2,2/1/2010,Dissolved Oxygen ( %),103,DOPerc,103,BSJ2,BAHMIN
BSJ2,2/1/2010,Specific Conductance (mS/cm),50,Cond,50,BSJ2,BAHMIN
BSJ2,2/1/2010,Salinity (PSS),32.84,Sal,32.84,BSJ2,BAHMIN
BSJ2,2/1/2010,Turbidity (NTU)†,3.2,Turb,3.2,BSJ2,BAHMIN
BSJ2,2/1/2010,pH†,8.15,pH,8.15,BSJ2,BAHMIN
BSJ2,2/1/2010,Secchi Depth (Meters)•,1.45,Sec,1.45,BSJ2,BAHMIN
BSJ2,3/1/2010,Temperature C°,27.33,Temp,27.33,BSJ2,BAHMIN
BSJ2,3/1/2010,Dissolved Oxygen  (mg/L)† ,6.8,DOPerc,6.8,BSJ2,BAHMIN
BSJ2,3/1/2010,Dissolved Oxygen ( %),105.8,DOPerc,105.8,BSJ2,BAHMIN
BSJ2,3/1/2010,Specific Conductance (mS/cm),55.2,Cond,55.2,BSJ2,BAHMIN
BSJ2,3/1/2010,Salinity (PSS),36.71,Sal,36.71,BSJ2,BAHMIN
BSJ2,3/1/2010,Turbidity (NTU)†,2.9,Turb,2.9,BSJ2,BAHMIN
BSJ2,3/1/2010,pH†,8,pH,8,BSJ2,BAHMIN
BSJ2,3/1/2010,Secchi Depth (Meters)•,2.6,Sec,2.6,BSJ2,BAHMIN
BSJ2,3/1/2010,Oil & Grease  (mg/L) •,BDL,Oil,0,BSJ2,BAHMIN
BSJ2,3/1/2010,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,BSJ2,BAHMIN
BSJ2,3/1/2010,"Nitrate & Nitrite,total (mg/L) •",0.03,NitNat,0.03,BSJ2,BAHMIN
BSJ2,3/1/2010,Total Phosphorus (mg/L) †,BDL,P,0,BSJ2,BAHMIN
BSJ2,3/1/2010,TOC  (mg/L) •,0.486,TOC,0.486,BSJ2,BAHMIN
BSJ2,3/1/2010,Chlorophyll a    (mg/m3) •,1.95,Chl,1.95,BSJ2,BAHMIN
BSJ2,3/1/2010,Turbidity  (NTU)         ˆ TSS  (mg/L),1.78,Turb,1.78,BSJ2,BAHMIN
BSJ2,3/1/2010,Ammonia (mg/L),BDL,Amm,0,BSJ2,BAHMIN
BSJ2,3/1/2010,BOD (mg/L),2,BOD,2,BSJ2,BAHMIN
BSJ2,3/1/2010,Coliform-Fecal  (CFU/100mL)†,<2.0,Col,2,BSJ2,BAHMIN
BSJ2,3/1/2010,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,BSJ2,BAHMIN
BSJ2,4/1/2010,Temperature C°,1/27/1900 7:12,Temp,NA,BSJ2,BAHMIN
BSJ2,4/1/2010,Dissolved Oxygen  (mg/L)† ,1/5/1900 1:26,DOPerc,NA,BSJ2,BAHMIN
BSJ2,4/1/2010,Dissolved Oxygen ( %),4/7/1900 16:48,DOPerc,NA,BSJ2,BAHMIN
BSJ2,4/1/2010,Specific Conductance (mS/cm),2/24/1900 2:24,Cond,NA,BSJ2,BAHMIN
BSJ2,4/1/2010,Salinity (PSS),2/5/1900 12:14,Sal,NA,BSJ2,BAHMIN
BSJ2,4/1/2010,Turbidity (NTU)†,1899-12-30,Turb,NA,BSJ2,BAHMIN
BSJ2,4/1/2010,pH†,1/7/1900 2:52,pH,NA,BSJ2,BAHMIN
BSJ2,4/1/2010,Secchi Depth (Meters)•,1/2/1900 14:45,Sec,NA,BSJ2,BAHMIN
BSJ2,5/1/2010,Temperature C°,1/27/1900 7:12,Temp,NA,BSJ2,BAHMIN
BSJ2,5/1/2010,Dissolved Oxygen  (mg/L)† ,1/4/1900 21:07,DOPerc,NA,BSJ2,BAHMIN
BSJ2,5/1/2010,Dissolved Oxygen ( %),4/2/1900 21:36,DOPerc,NA,BSJ2,BAHMIN
BSJ2,5/1/2010,Specific Conductance (mS/cm),2/23/1900 14:24,Cond,NA,BSJ2,BAHMIN
BSJ2,5/1/2010,Salinity (PSS),2/5/1900 3:21,Sal,NA,BSJ2,BAHMIN
BSJ2,5/1/2010,Turbidity (NTU)†,1899-12-30,Turb,NA,BSJ2,BAHMIN
BSJ2,5/1/2010,pH†,1/7/1900 11:31,pH,NA,BSJ2,BAHMIN
BSJ2,5/1/2010,Secchi Depth (Meters)•,1/1/1900 14:31,Sec,NA,BSJ2,BAHMIN
BSJ2,6/1/2010,Temperature C°,27.67,Temp,27.67,BSJ2,BAHMIN
BSJ2,6/1/2010,Dissolved Oxygen  (mg/L)† ,6.32,DOPerc,6.32,BSJ2,BAHMIN
BSJ2,6/1/2010,Dissolved Oxygen ( %),100.5,DOPerc,100.5,BSJ2,BAHMIN
BSJ2,6/1/2010,Specific Conductance (mS/cm),53.4,Cond,53.4,BSJ2,BAHMIN
BSJ2,6/1/2010,Salinity (PSS),35.38,Sal,35.38,BSJ2,BAHMIN
BSJ2,6/1/2010,Turbidity (NTU)†,0,Turb,0,BSJ2,BAHMIN
BSJ2,6/1/2010,pH†,7.9,pH,7.9,BSJ2,BAHMIN
BSJ2,6/1/2010,Secchi Depth (Meters)•,2.615,Sec,2.615,BSJ2,BAHMIN
BSJ2,6/1/2010,Oil & Grease  (mg/L) •,1.4,Oil,1.4,BSJ2,BAHMIN
BSJ2,6/1/2010,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,BSJ2,BAHMIN
BSJ2,6/1/2010,"Nitrate & Nitrite,total (mg/L) •",0.02,NitNat,0.02,BSJ2,BAHMIN
BSJ2,6/1/2010,Total Phosphorus (mg/L) †,BDL,P,0,BSJ2,BAHMIN
BSJ2,6/1/2010,TOC  (mg/L) •,0.201,TOC,0.201,BSJ2,BAHMIN
BSJ2,6/1/2010,Chlorophyll a    (mg/m3) •,0.875,Chl,0.875,BSJ2,BAHMIN
BSJ2,6/1/2010,Turbidity  (NTU)         ˆ TSS  (mg/L),BDLˆ,TSS,0,BSJ2,BAHMIN
BSJ2,6/1/2010,Ammonia (mg/L),0.12,Amm,0.12,BSJ2,BAHMIN
BSJ2,6/1/2010,BOD (mg/L),5,BOD,5,BSJ2,BAHMIN
BSJ2,6/1/2010,Coliform-Fecal  (CFU/100mL)†,5,Col,5,BSJ2,BAHMIN
BSJ2,6/1/2010,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,BSJ2,BAHMIN
BSJ2,7/1/2010,Temperature C°,1/27/1900 9:36,Temp,NA,BSJ2,BAHMIN
BSJ2,7/1/2010,Dissolved Oxygen  (mg/L)† ,1/6/1900 9:07,DOPerc,NA,BSJ2,BAHMIN
BSJ2,7/1/2010,Dissolved Oxygen ( %),4/19/1900 7:12,DOPerc,NA,BSJ2,BAHMIN
BSJ2,7/1/2010,Specific Conductance (mS/cm),2/20/1900 19:12,Cond,NA,BSJ2,BAHMIN
BSJ2,7/1/2010,Salinity (PSS),2/2/1900 21:21,Sal,NA,BSJ2,BAHMIN
BSJ2,7/1/2010,Turbidity (NTU)†,1/1/1900 16:48,Turb,NA,BSJ2,BAHMIN
BSJ2,7/1/2010,pH†,1/7/1900,pH,NA,BSJ2,BAHMIN
BSJ2,7/1/2010,Secchi Depth (Meters)•,1899-12-31 23:09:36,Sec,NA,BSJ2,BAHMIN
BSJ2,8/1/2010,Temperature C°,1/27/1900,Temp,NA,BSJ2,BAHMIN
BSJ2,8/1/2010,Dissolved Oxygen  (mg/L)† ,1/4/1900 9:07,DOPerc,NA,BSJ2,BAHMIN
BSJ2,8/1/2010,Dissolved Oxygen ( %),3/20/1900 16:48,DOPerc,NA,BSJ2,BAHMIN
BSJ2,8/1/2010,Specific Conductance (mS/cm),2/6/1900 19:12,Cond,NA,BSJ2,BAHMIN
BSJ2,8/1/2010,Salinity (PSS),1/23/1900 7:12,Sal,NA,BSJ2,BAHMIN
BSJ2,8/1/2010,Turbidity (NTU)†,1/3/1900 14:24,Turb,NA,BSJ2,BAHMIN
BSJ2,8/1/2010,pH†,1/6/1900 16:48,pH,NA,BSJ2,BAHMIN
BSJ2,8/1/2010,Secchi Depth (Meters)•,1899-12-31 00:36:00,Sec,NA,BSJ2,BAHMIN
BSJ2,9/1/2010,Temperature C°,30.8,Temp,30.8,BSJ2,BAHMIN
BSJ2,9/1/2010,Dissolved Oxygen  (mg/L)† ,6.36,DOPerc,6.36,BSJ2,BAHMIN
BSJ2,9/1/2010,Dissolved Oxygen ( %),104.7,DOPerc,104.7,BSJ2,BAHMIN
BSJ2,9/1/2010,Specific Conductance (mS/cm),50.5,Cond,50.5,BSJ2,BAHMIN
BSJ2,9/1/2010,Salinity (PSS),33.37,Sal,33.37,BSJ2,BAHMIN
BSJ2,9/1/2010,Turbidity (NTU)†,0.6,Turb,0.6,BSJ2,BAHMIN
BSJ2,9/1/2010,pH†,8.2,pH,8.2,BSJ2,BAHMIN
BSJ2,9/1/2010,Secchi Depth (Meters)•,2.175,Sec,2.175,BSJ2,BAHMIN
BSJ2,9/1/2010,Oil & Grease  (mg/L) •,BDL,Oil,0,BSJ2,BAHMIN
BSJ2,9/1/2010,Total Kjeldahl Nitrogen (mg/L) †,BDL,KNit,0,BSJ2,BAHMIN
BSJ2,9/1/2010,"Nitrate & Nitrite,total (mg/L) •",BDL,NitNat,0,BSJ2,BAHMIN
BSJ2,9/1/2010,Total Phosphorus (mg/L) †,BDL,P,0,BSJ2,BAHMIN
BSJ2,9/1/2010,TOC  (mg/L) •,0.323,TOC,0.323,BSJ2,BAHMIN
BSJ2,9/1/2010,Chlorophyll a    (mg/m3) •,1.87,Chl,1.87,BSJ2,BAHMIN
BSJ2,9/1/2010,Turbidity  (NTU)         ˆ TSS  (mg/L),19,Turb,19,BSJ2,BAHMIN
BSJ2,9/1/2010,Ammonia (mg/L),BDL,Amm,0,BSJ2,BAHMIN
BSJ2,9/1/2010,BOD (mg/L),BDL,BOD,0,BSJ2,BAHMIN
BSJ2,9/1/2010,Coliform-Fecal  (CFU/100mL)†,<2.0,Col,2,BSJ2,BAHMIN
BSJ2,9/1/2010,Fecal Enterococcus (CFU/100mL)†,<10,Ecol,10,BSJ2,BAHMIN
BSJ2,10/1/2010,Temperature C°,*,Temp,NA,BSJ2,BAHMIN
BSJ2,10/1/2010,Dissolved Oxygen  (mg/L)† ,*,DOPerc,NA,BSJ2,BAHMIN
BSJ2,10/1/2010,Dissolved Oxygen ( %),*,DOPerc,NA,BSJ2,BAHMIN
BSJ2,10/1/2010,Specific Conductance (mS/cm),*,Cond,NA,BSJ2,BAHMIN
BSJ2,10/1/2010,Salinity (PSS),*,Sal,NA,BSJ2,BAHMIN
BSJ2,10/1/2010,Turbidity (NTU)†,*,Turb,NA,BSJ2,BAHMIN
BSJ2,10/1/2010,pH†,*,pH,NA,BSJ2,BAHMIN
BSJ2,10/1/2010,Secchi Depth (Meters)•,*,Sec,NA,BSJ2,BAHMIN
BSJ2,11/1/2010,Temperature C°,*,Temp,NA,BSJ2,BAHMIN
BSJ2,11/1/2010,Dissolved Oxygen  (mg/L)† ,*,DOPerc,NA,BSJ2,BAHMIN
BSJ2,11/1/2010,Dissolved Oxygen ( %),*,DOPerc,NA,BSJ2,BAHMIN
BSJ2,11/1/2010,Specific Conductance (mS/cm),*,Cond,NA,BSJ2,BAHMIN
BSJ2,11/1/2010,Salinity (PSS),*,Sal,NA,BSJ2,BAHMIN
BSJ2,11/1/2010,Turbidity (NTU)†,*,Turb,NA,BSJ2,BAHMIN
BSJ2,11/1/2010,pH†,*,pH,NA,BSJ2,BAHMIN
BSJ2,11/1/2010,Secchi Depth (Meters)•,*,Sec,NA,BSJ2,BAHMIN
BSJ2,12/1/2010,Temperature C°,1/26/1900 2:24,Temp,NA,BSJ2,BAHMIN
BSJ2,12/1/2010,Dissolved Oxygen  (mg/L)† ,1/5/1900 9:07,DOPerc,NA,BSJ2,BAHMIN
BSJ2,12/1/2010,Dissolved Oxygen ( %),4/8/1900 12:00,DOPerc,NA,BSJ2,BAHMIN
BSJ2,12/1/2010,Specific Conductance (mS/cm),2/20/1900 4:48,Cond,NA,BSJ2,BAHMIN
BSJ2,12/1/2010,Salinity (PSS),2/2/1900 10:48,Sal,NA,BSJ2,BAHMIN
BSJ2,12/1/2010,Turbidity (NTU)†,1/6/1900 9:36,Turb,NA,BSJ2,BAHMIN
BSJ2,12/1/2010,pH†,1/7/1900 8:52,pH,NA,BSJ2,BAHMIN
BSJ2,12/1/2010,Secchi Depth (Meters)•,1899-12-31 15:07:12,Sec,NA,BSJ2,BAHMIN
BSJ3,2/1/2010,Temperature C°,27.64,Temp,27.64,BSJ3,BAHMAX
BSJ3,2/1/2010,Dissolved Oxygen  (mg/L)† ,5.69,DOPerc,5.69,BSJ3,BAHMAX
BSJ3,2/1/2010,Dissolved Oxygen ( %),89.1,DOPerc,89.1,BSJ3,BAHMAX
BSJ3,2/1/2010,Specific Conductance (mS/cm),51.2,Cond,51.2,BSJ3,BAHMAX
BSJ3,2/1/2010,Salinity (PSS),33.74,Sal,33.74,BSJ3,BAHMAX
BSJ3,2/1/2010,Turbidity (NTU)†,3.6,Turb,3.6,BSJ3,BAHMAX
BSJ3,2/1/2010,pH†,8.11,pH,8.11,BSJ3,BAHMAX
BSJ3,2/1/2010,Secchi Depth (Meters)•,1.86,Sec,1.86,BSJ3,BAHMAX
BSJ3,3/1/2010,Temperature C°,27.7,Temp,27.7,BSJ3,BAHMAX
BSJ3,3/1/2010,Dissolved Oxygen  (mg/L)† ,6.35,DOPerc,6.35,BSJ3,BAHMAX
BSJ3,3/1/2010,Dissolved Oxygen ( %),19.7,DOPerc,19.7,BSJ3,BAHMAX
